1,0.3288590604026846
2,0.7503881165301886
3,0.08242956827260473
4,0.1746880105445735
5,0.3131480344623412
6,0.29279004757258165
7,0.3057745533990883
8,0.7780843754805906
9,0.16005303898793322
10,0.9859032997950005
11,0.9130172152429938
12,0.6345691214256871
13,0.9577670598349642
14,0.4690790959958355
15,0.856933810936806
16,0.10775971954105999
17,0.9717088878636138
18,0.08675113458375716
19,0.31957647286032587
20,0.08890217288100866
21,0.08926998606266989
22,0.09271691008649563
23,0.8895205248484682
24,0.09720266739379535
25,0.42634824916039915
26,0.09492310005843163
27,0.864997191870209
28,0.4025536592668685
29,0.8339408752047388
30,0.4183558680508914
31,0.6825363624960433
