Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,2.19826960564,0,1.7976931348623157E308,-1,2.19826960564,0.0,1,0.0,0,2.19826960564,SAT,,5.202,
2,2,1,1.78091979027,0,3.860351322937011,-1,1.78091979027,0.0,1,0.0,1,3.97918939591,SAT,,4.897,
3,3,1,1.77696442604,0,3.3177965629577635,-1,1.77696442604,0.0,1,0.0,1,5.75615382195,SAT,,4.847,
4,4,1,1.96671772003,0,3.312653969573974,-1,1.96671772003,0.0,1,0.0,2,7.72287154198,SAT,,5.007,
5,5,1,2.03790235519,0,3.312653969573974,-1,2.03790235519,0.0,1,0.0,2,9.76077389717,SAT,,5.174,
6,6,1,1.95538425446,0,3.312653969573974,-1,1.95538425446,0.0,1,0.0,3,11.716158151630001,SAT,,4.5,
7,7,1,1.91186928749,0,3.312653969573974,-1,1.91186928749,0.0,1,0.0,3,13.62802743912,SAT,,4.999,
8,8,1,1.9254989624,0,3.312653969573974,-1,1.9254989624,0.0,1,0.0,4,15.553526401520001,SAT,,5.074,
9,9,1,1.8927423954,0,3.312653969573974,-1,1.8927423954,0.0,1,0.0,4,17.446268796920002,SAT,,4.372,
