1: goal_bias='0.4', range='13.3'
58: goal_bias='0.6150983077807053', range='14.090341538011275'
59: goal_bias='0.9050941201294992', range='14.249793300433772'
60: goal_bias='0.6203819825691194', range='5.590325562976195'
61: goal_bias='0.621975975738754', range='2.50622795404291'
62: goal_bias='0.1696345996965627', range='4.322848269670325'
63: goal_bias='0.4372833869828834', range='2.362571306079849'
64: goal_bias='0.15703997372090972', range='14.889047877820358'
65: goal_bias='0.5422499774206477', range='11.488305616562522'
66: goal_bias='0.6156340906901828', range='6.129263476113684'
67: goal_bias='0.8816567210708751', range='8.936653751663476'
68: goal_bias='0.07406229149911814', range='14.987289243744197'
69: goal_bias='0.40378881265925615', range='14.99782462142576'
70: goal_bias='0.5208247656868807', range='14.10955737222239'
71: goal_bias='0.807457192189743', range='0.27094451764026733'
72: goal_bias='0.5617933400094756', range='4.381284315423525'
73: goal_bias='0.5926546981391333', range='11.97870430115876'
74: goal_bias='0.6368942449319032', range='14.042759218207422'
75: goal_bias='0.05075306569078819', range='8.838378656144087'
76: goal_bias='0.042323212551925504', range='4.464116194011709'
77: goal_bias='0.522472169847089', range='9.765998133581139'
78: goal_bias='0.05075306569078819', range='11.542180526925401'
79: goal_bias='0.910216780235131', range='8.55779800227945'
80: goal_bias='0.6150983077807053', range='11.48706304791703'
81: goal_bias='0.6364828146045763', range='7.3442183147576925'
82: goal_bias='0.0480563334256755', range='7.067156293187256'
83: goal_bias='0.8996875671686747', range='8.35470208858926'
84: goal_bias='0.04456996329205409', range='7.011252289606471'
85: goal_bias='0.33579045021649057', range='0.8689389075213326'
86: goal_bias='0.04357884974016113', range='5.755652272309288'
87: goal_bias='0.4327435714528606', range='4.604781121173858'
88: goal_bias='0.6503898427063586', range='14.090341538011275'
89: goal_bias='0.41884007209629415', range='1.1344232197518245'
90: goal_bias='0.5816207702091637', range='11.835954586241781'
91: goal_bias='0.9167882464832832', range='11.233960849385374'
92: goal_bias='0.042428864439715164', range='10.34195345049629'
93: goal_bias='0.19223230432415717', range='4.682144743943136'
94: goal_bias='0.043154971555420696', range='9.097245178124496'
95: goal_bias='0.7739051164642257', range='7.07379032319045'
96: goal_bias='0.7961766655870987', range='7.842882482243208'
97: goal_bias='0.3212424594069446', range='14.522504830285337'
98: goal_bias='0.04352524486637466', range='8.914481116516626'
99: goal_bias='0.14769937647899123', range='7.117026563091273'
100: goal_bias='0.801718520942457', range='6.777347453480113'
101: goal_bias='0.11131885111423334', range='11.454508268577646'
102: goal_bias='0.7984275903297221', range='6.6897442647355865'
103: goal_bias='0.3571071628158208', range='4.5623860510049825'
104: goal_bias='0.21954450889695654', range='4.500948706267116'
105: goal_bias='0.9504792450583045', range='2.2226328168735745'
106: goal_bias='0.39049950899034175', range='4.5623860510049825'
107: goal_bias='0.0766527456118864', range='2.7269108665237853'
108: goal_bias='0.21251579719123437', range='13.064863129080742'
109: goal_bias='0.7119927148416059', range='11.968533314111223'
110: goal_bias='0.21251579719123437', range='12.445822212526284'
111: goal_bias='0.015149618635879714', range='5.631203166786833'
112: goal_bias='0.20915075035627972', range='4.035647514287344'
113: goal_bias='0.806710482928776', range='1.768499826847822'
114: goal_bias='0.21251579719123437', range='12.168157206153369'
115: goal_bias='0.35917628351348196', range='10.186748549750034'
116: goal_bias='0.21256142463027583', range='4.205860592377108'
117: goal_bias='0.4557152028512138', range='6.2066240048008'
118: goal_bias='0.2125302418651136', range='9.922765349247609'
119: goal_bias='0.3811850548304073', range='4.898136309969762'
120: goal_bias='0.21251579719123437', range='4.328440488907963'
