Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,4.10187315941,0,1.7976931348623157E308,-1,4.10187315941,0.0,1,0.0,0,4.10187315941,SAT,,7.129,
2,2,1,4.9845597744,0,6.335035942840576,-1,4.9845597744,0.0,1,0.0,1,9.08643293381,SAT,,8.04,
3,3,1,4.3487007618,0,6.335035942840576,-1,4.3487007618,0.0,1,0.0,1,13.43513369561,SAT,,6.732,
