Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,2.32002282143,0,1.7976931348623157E308,-1,2.32002282143,0.0,1,0.0,0,2.32002282143,SAT,,4.825,
2,2,1,3.06816411018,0,4.018629883575439,-1,3.06816411018,0.0,1,0.0,1,5.38818693161,SAT,,6.002,
3,3,1,3.07426953316,0,4.018629883575439,-1,3.07426953316,0.0,1,0.0,1,8.46245646477,SAT,,5.554,
4,4,1,3.06247901917,0,4.018629883575439,-1,3.06247901917,0.0,1,0.0,2,11.52493548394,SAT,,6.152,
5,5,1,3.06992006302,0,4.018629883575439,-1,3.06992006302,0.0,1,0.0,2,14.59485554696,SAT,,5.9,
6,6,1,3.06310987473,0,4.018629883575439,-1,3.06310987473,0.0,1,0.0,3,17.65796542169,SAT,,6.007,
7,7,1,3.06392073631,0,4.018629883575439,-1,3.06392073631,0.0,1,0.0,3,20.721886158,SAT,,5.9,
8,8,1,3.06700181961,0,4.018629883575439,-1,3.06700181961,0.0,1,0.0,4,23.78888797761,SAT,,6.134,
9,9,1,3.06856584549,0,4.018629883575439,-1,3.06856584549,0.0,1,0.0,4,26.8574538231,SAT,,5.476,
10,10,1,3.06534409523,0,4.018629883575439,-1,3.06534409523,0.0,1,0.0,5,29.922797918329998,SAT,,5.985,
11,11,1,3.06328701973,0,4.018629883575439,-1,3.06328701973,0.0,1,0.0,5,32.986084938059996,SAT,,5.454,
12,12,1,3.07183861732,0,4.018629883575439,-1,3.07183861732,0.0,1,0.0,6,36.05792355537999,SAT,,5.931,
13,13,1,3.07260704041,0,4.018629883575439,-1,3.07260704041,0.0,1,0.0,6,39.13053059578999,SAT,,6.052,
14,14,1,2.00418281555,0,4.018629883575439,-1,2.00418281555,0.0,1,0.0,7,41.134713411339995,SAT,,4.579,
15,15,1,3.06464600563,0,3.6080381858825676,-1,3.06464600563,0.0,1,0.0,7,44.19935941697,SAT,,5.781,
16,16,1,2.44367361069,0,3.6080381858825676,-1,2.44367361069,0.0,1,0.0,8,46.643033027659996,SAT,,5.428,
17,17,1,3.06845998764,0,3.6080381858825676,-1,3.06845998764,0.0,1,0.0,8,49.71149301529999,SAT,,5.651,
18,18,1,2.77491617203,0,3.6080381858825676,-1,2.77491617203,0.0,1,0.0,9,52.48640918733,SAT,,5.862,
19,19,1,3.0778400898,0,3.6080381858825676,-1,3.0778400898,0.0,1,0.0,9,55.564249277129996,SAT,,6.001,
20,20,1,1.39198327065,0,3.6080381858825676,-1,1.39198327065,0.0,1,0.0,10,56.95623254778,SAT,,4.324,
21,21,1,3.06312417984,0,2.8121784675598143,-1,3.06312417984,0.0,1,0.0,10,60.01935672762,SAT,,6.182,
22,22,1,2.6967561245,0,2.8121784675598143,-1,2.6967561245,0.0,1,0.0,11,62.71611285212,SAT,,5.779,
23,23,1,3.06961202621,0,2.8121784675598143,-1,3.06961202621,0.0,1,0.0,11,65.78572487833,SAT,,5.981,
24,24,1,3.06460618973,0,2.8121784675598143,-1,3.06460618973,0.0,1,0.0,12,68.85033106806,SAT,,6.051,
25,25,1,3.06664323807,0,2.8121784675598143,-1,3.06664323807,0.0,1,0.0,12,71.91697430613,SAT,,5.373,
26,26,1,1.65930724144,0,2.8121784675598143,-1,1.65930724144,0.0,1,0.0,13,73.57628154757,SAT,,4.218,
27,27,1,3.06274724007,0,2.8121784675598143,-1,3.06274724007,0.0,1,0.0,13,76.63902878764,SAT,,5.976,
28,28,1,2.00648188591,0,2.8121784675598143,-1,2.00648188591,0.0,1,0.0,14,78.64551067355,SAT,,5.022,
29,29,1,3.06571006775,0,2.8121784675598143,-1,3.06571006775,0.0,1,0.0,14,81.71122074130001,SAT,,6.177,
30,30,1,2.30702209473,0,2.8121784675598143,-1,2.30702209473,0.0,1,0.0,15,84.01824283603001,SAT,,4.897,
31,31,1,3.06641411781,0,2.8121784675598143,-1,3.06641411781,0.0,1,0.0,15,87.08465695384001,SAT,,5.499,
32,32,1,2.31886506081,0,2.8121784675598143,-1,2.31886506081,0.0,1,0.0,16,89.40352201465001,SAT,,5.247,
33,33,1,3.07836794853,0,2.8121784675598143,-1,3.07836794853,0.0,1,0.0,16,92.48188996318001,SAT,,5.982,
34,34,1,3.07317090034,0,2.8121784675598143,-1,3.07317090034,0.0,1,0.0,17,95.55506086352001,SAT,,6.127,
35,35,1,3.06980729103,0,2.8121784675598143,-1,3.06980729103,0.0,1,0.0,17,98.62486815455001,SAT,,6.105,
36,36,1,1.30931901932,0,2.8121784675598143,-1,1.30931901932,0.0,1,0.0,18,99.93418717387001,SAT,,3.817,
37,37,1,3.06475496292,0,2.7047158706665035,-1,3.06475496292,0.0,1,0.0,18,102.99894213679002,SAT,,6.182,
38,38,1,3.06713104248,0,2.7047158706665035,-1,3.06713104248,0.0,1,0.0,19,106.06607317927002,SAT,,6.025,
39,39,1,3.07305884361,0,2.7047158706665035,-1,3.07305884361,0.0,1,0.0,19,109.13913202288002,SAT,,6.076,
40,40,1,3.06572604179,0,2.7047158706665035,-1,3.06572604179,0.0,1,0.0,20,112.20485806467002,SAT,,6.177,
41,41,1,3.07743787766,0,2.7047158706665035,-1,3.07743787766,0.0,1,0.0,20,115.28229594233002,SAT,,6.05,
42,42,1,3.06476283073,0,2.7047158706665035,-1,3.06476283073,0.0,1,0.0,21,118.34705877306003,SAT,,6.056,
43,43,1,3.07866239548,0,2.7047158706665035,-1,3.07866239548,0.0,1,0.0,21,121.42572116854002,SAT,,5.978,
44,44,1,1.45160412788,0,2.7047158706665035,-1,1.45160412788,0.0,1,0.0,22,122.87732529642003,SAT,,4.518,
45,45,1,3.0724298954,0,2.7047158706665035,-1,3.0724298954,0.0,1,0.0,22,125.94975519182003,SAT,,6.079,
46,46,1,3.06295013428,0,2.7047158706665035,-1,3.06295013428,0.0,1,0.0,23,129.01270532610002,SAT,,6.023,
47,47,1,3.06946611404,0,2.7047158706665035,-1,3.06946611404,0.0,1,0.0,23,132.08217144014003,SAT,,5.547,
48,48,1,3.06354594231,0,2.7047158706665035,-1,3.06354594231,0.0,1,0.0,24,135.14571738245002,SAT,,5.647,
49,49,1,3.0643093586,0,2.7047158706665035,-1,3.0643093586,0.0,1,0.0,24,138.21002674105003,SAT,,5.9,
50,50,1,2.51032495499,0,2.7047158706665035,-1,2.51032495499,0.0,1,0.0,25,140.72035169604004,SAT,,5.346,
51,51,1,3.06441307068,0,2.7047158706665035,-1,3.06441307068,0.0,1,0.0,25,143.78476476672003,SAT,,5.972,
52,52,1,1.72150611877,0,2.7047158706665035,-1,1.72150611877,0.0,1,0.0,26,145.50627088549004,SAT,,4.217,
53,53,1,3.07734489441,0,2.7047158706665035,-1,3.07734489441,0.0,1,0.0,26,148.58361577990004,SAT,,5.65,
54,54,1,2.13782691956,0,2.7047158706665035,-1,2.13782691956,0.0,1,0.0,27,150.72144269946006,SAT,,4.596,
55,55,1,3.0719640255,0,2.7047158706665035,-1,3.0719640255,0.0,1,0.0,27,153.79340672496005,SAT,,5.897,
56,56,1,2.25890803337,0,2.7047158706665035,-1,2.25890803337,0.0,1,0.0,28,156.05231475833006,SAT,,5.245,
57,57,1,3.06248760223,0,2.7047158706665035,-1,3.06248760223,0.0,1,0.0,28,159.11480236056005,SAT,,5.898,
58,58,1,2.38769483566,0,2.7047158706665035,-1,2.38769483566,0.0,1,0.0,29,161.50249719622005,SAT,,5.347,
59,59,1,3.07162213326,0,2.7047158706665035,-1,3.07162213326,0.0,1,0.0,29,164.57411932948006,SAT,,5.998,
60,60,1,1.76148200035,0,2.7047158706665035,-1,1.76148200035,0.0,1,0.0,30,166.33560132983007,SAT,,4.318,
61,61,1,3.0622317791,0,2.7047158706665035,-1,3.0622317791,0.0,1,0.0,30,169.39783310893006,SAT,,5.973,
62,62,1,2.16872954369,0,2.7047158706665035,-1,2.16872954369,0.0,1,0.0,31,171.56656265262006,SAT,,4.597,
63,63,1,3.06681609154,0,2.7047158706665035,-1,3.06681609154,0.0,1,0.0,31,174.63337874416007,SAT,,6.004,
64,64,1,3.06916809082,0,2.7047158706665035,-1,3.06916809082,0.0,1,0.0,32,177.70254683498007,SAT,,5.998,
65,65,1,3.06563997269,0,2.7047158706665035,-1,3.06563997269,0.0,1,0.0,33,180.76818680767008,SAT,,5.925,
66,66,1,3.06519603729,0,2.7047158706665035,-1,3.06519603729,0.0,1,0.0,34,183.83338284496008,SAT,,6.023,
67,67,1,1.22259187698,0,2.7047158706665035,-1,1.22259187698,0.0,1,0.0,35,185.0559747219401,SAT,,4.216,
68,68,1,3.06880712509,0,2.591970585632324,-1,3.06880712509,0.0,1,0.0,35,188.12478184703008,SAT,,6.072,
