1,1.0,1.0,0.024752475247524754,0.5,9.95E-5,1.0,2.0,2.0
2,1.0,1.0,0.4405940594059406,0.6940298507462687,0.9333875,1.0,1.0,2.0
3,2.0,2.0,0.8168316831683168,0.35572139303482586,0.9714435,1.0,1.0,2.0
4,2.0,2.0,0.995049504950495,0.35074626865671643,0.9467325,1.0,2.0,1.0
5,1.0,1.0,0.30198019801980197,0.26119402985074625,0.5528345,1.0,2.0,2.0
6,1.0,1.0,0.6287128712871287,0.6890547263681592,0.1012235,1.0,1.0,1.0
7,2.0,2.0,0.23267326732673269,0.5845771144278606,0.3182725,1.0,1.0,1.0
8,2.0,2.0,0.20297029702970298,0.26616915422885573,0.0610965,1.0,2.0,2.0
9,2.0,2.0,0.806930693069307,0.6293532338308457,0.6528005,1.0,1.0,2.0
10,2.0,1.0,0.41089108910891087,0.3358208955223881,0.3114195,1.0,1.0,1.0
11,2.0,2.0,0.6287128712871287,0.9029850746268657,0.6523615,1.0,2.0,1.0
12,2.0,2.0,0.30198019801980197,0.5895522388059702,0.0014595,1.0,2.0,2.0
13,2.0,2.0,0.3217821782178218,0.972636815920398,0.0620585,1.0,2.0,1.0
14,2.0,1.0,0.024752475247524754,0.5,9.95E-5,1.0,2.0,2.0
15,2.0,2.0,0.9455445544554455,0.35074626865671643,0.9981405,1.0,1.0,1.0
16,1.0,2.0,0.20297029702970298,0.8880597014925373,9.75E-5,1.0,2.0,2.0
17,2.0,1.0,0.09405940594059406,0.2960199004975124,0.7707835,1.0,2.0,2.0
18,2.0,1.0,0.9653465346534653,0.2960199004975124,4.555E-4,1.0,1.0,2.0
19,2.0,1.0,0.7079207920792079,0.4651741293532338,0.9573425,1.0,1.0,2.0
20,1.0,2.0,0.2524752475247525,0.291044776119403,1.715E-4,1.0,1.0,2.0
21,1.0,2.0,0.6188118811881188,0.1865671641791045,0.5893325,1.0,1.0,1.0
22,1.0,2.0,0.8762376237623762,0.9577114427860697,2.265E-4,1.0,1.0,1.0
23,1.0,1.0,0.6188118811881188,0.9527363184079602,0.6353995,1.0,2.0,2.0
24,2.0,2.0,0.7475247524752475,0.26616915422885573,1.935E-4,1.0,2.0,1.0
25,2.0,1.0,0.21287128712871287,0.4154228855721393,0.7094705,1.0,2.0,1.0
26,2.0,2.0,0.2524752475247525,0.43034825870646765,1.715E-4,1.0,1.0,2.0
27,1.0,1.0,0.8267326732673267,0.5099502487562189,0.6233745,1.0,2.0,1.0
28,1.0,1.0,0.19306930693069307,0.9975124378109452,1.765E-4,1.0,2.0,2.0
29,1.0,2.0,0.9158415841584159,0.3208955223880597,0.6322395,1.0,1.0,1.0
30,1.0,2.0,0.8564356435643564,0.4253731343283582,9.05E-5,1.0,1.0,1.0
31,2.0,2.0,0.4801980198019802,0.7288557213930348,0.0414485,1.0,2.0,2.0
32,2.0,1.0,0.19306930693069307,0.9975124378109452,1.765E-4,1.0,2.0,1.0
33,1.0,2.0,0.8564356435643564,0.3706467661691542,0.7562635,1.0,1.0,2.0
34,2.0,1.0,0.7673267326732673,0.9975124378109452,0.9538435,1.0,1.0,2.0
35,1.0,2.0,0.13366336633663367,0.10199004975124377,0.4326125,1.0,2.0,2.0
36,2.0,1.0,0.09405940594059406,0.21144278606965175,1.515E-4,1.0,2.0,2.0
37,1.0,2.0,0.5297029702970297,0.6492537313432836,0.8420225,1.0,1.0,1.0
38,2.0,2.0,0.2524752475247525,0.43034825870646765,1.715E-4,1.0,1.0,1.0
39,2.0,2.0,0.5396039603960396,0.2860696517412935,0.8938285,1.0,2.0,1.0
40,2.0,2.0,0.2524752475247525,0.27611940298507465,1.715E-4,1.0,1.0,1.0
41,1.0,1.0,0.3217821782178218,0.9079601990049752,0.8509775,1.0,1.0,2.0
42,2.0,1.0,0.024752475247524754,0.07213930348258707,9.95E-5,1.0,2.0,2.0
43,1.0,2.0,0.4801980198019802,0.8930348258706468,0.3215735,1.0,1.0,2.0
44,2.0,2.0,0.7475247524752475,0.26616915422885573,1.935E-4,1.0,2.0,2.0
45,2.0,2.0,0.7277227722772277,0.8731343283582089,0.1521785,1.0,1.0,2.0
46,1.0,1.0,0.024752475247524754,0.22139303482587064,9.95E-5,1.0,2.0,1.0
47,1.0,1.0,0.41089108910891087,0.22139303482587064,0.5073605,1.0,2.0,2.0
48,1.0,2.0,0.2524752475247525,0.291044776119403,1.715E-4,1.0,1.0,1.0
49,2.0,1.0,0.5891089108910891,0.017412935323383085,0.2223335,1.0,2.0,1.0
50,2.0,2.0,0.7475247524752475,0.2064676616915423,1.935E-4,1.0,2.0,2.0
51,2.0,1.0,0.6782178217821783,0.972636815920398,0.8523905,1.0,2.0,1.0
52,1.0,2.0,0.2524752475247525,0.13681592039800994,1.715E-4,1.0,1.0,2.0
53,1.0,2.0,0.6485148514851485,0.4701492537313433,0.6957615,1.0,2.0,2.0
