1,0.3288590604026846
2,0.07751215377685794
3,0.868247515695085
4,0.6506629987546341
5,0.9035862849133324
6,0.4684326111299758
7,0.05978869493514394
8,0.3407748581975282
9,0.09755143783597531
10,0.8809130215334634
11,0.7144115157676492
12,0.6745766003279932
13,0.8084753051563113
14,0.8168605068011888
15,0.1560252951858131
16,0.8114917783005985
17,0.6554069635945982
18,0.8093830145298263
19,0.5498244131344296
20,0.8132805202852896
21,0.5985220039787247
22,0.814372073780853
23,0.2510440253218582
24,0.8137165872214425
25,0.28057859127343815
26,0.813871075187006
27,0.8075550921168939
28,0.4963835993838214
29,0.7555561103917234
30,0.8140030079996275
31,0.1380735746636984
32,0.47867215020734966
33,0.21802347335771133
34,0.48545116428607715
35,0.37339775611295145
36,0.48198708176533533
37,0.3043544489300539
38,0.438745448760984
39,0.24264064566722943
40,0.48341596484561755
41,0.3462028502823731
42,0.48913304882062764
43,0.4874471247212532
44,0.49128025711933465
45,0.6817455901014118
46,0.4926183913397474
47,0.47158920027453977
48,0.4915576082979124
49,0.03250739183020712
50,0.4918696300251555
