1: range='5.0'
2: range='2.5894907577060553'
3: range='2.5019394347222677'
4: range='3.2975902446411807'
5: range='7.612764541435661'
6: range='7.141100318096482'
7: range='1.5350586821179049'
8: range='1.8926593861626009'
9: range='3.5369272049358726'
10: range='3.8364776100882083'
11: range='14.32067859985434'
12: range='4.0620235823945965'
13: range='4.250572520301789'
14: range='4.0802895820248875'
15: range='1.3504699386488628'
16: range='4.12118180088097'
17: range='7.658582617525824'
18: range='4.085772744483816'
19: range='12.004549381403722'
20: range='4.081581147568135'
21: range='4.305258970611135'
22: range='14.065188628816559'
23: range='2.710155214802273'
24: range='4.439444249485089'
25: range='14.826719526708995'
26: range='4.342139097767294'
27: range='13.963211153468492'
28: range='4.080729438765438'
29: range='5.159445602357133'
30: range='2.0913848935456074'
31: range='3.302024585023853'
32: range='1.4870371920290355'
33: range='1.4179650435435092'
34: range='4.080510922849588'
35: range='5.078304296922598'
36: range='4.314550298268978'
37: range='14.823964753356398'
38: range='1.487842339172384'
39: range='9.488898851526777'
40: range='1.486951834752073'
41: range='6.3575783939939745'
42: range='3.0857214809760554'
43: range='4.319601955185837'
44: range='9.599124186257363'
45: range='4.316298862650831'
