1: goal_bias='0.05', range='5.0'
2: goal_bias='0.14086675867956777', range='5.137143801736591'
3: goal_bias='0.29730157417932246', range='7.545023550818502'
4: goal_bias='0.19781444180006136', range='4.480390381994326'
5: goal_bias='0.6330352743074078', range='11.596165794979399'
6: goal_bias='0.7873927610702064', range='8.576316166133926'
7: goal_bias='0.10719654184925709', range='5.58229639701383'
8: goal_bias='0.7215400979254784', range='3.3341940935197876'
9: goal_bias='0.4907982046360424', range='10.146300751448718'
10: goal_bias='0.836537309588683', range='5.860831130851598'
11: goal_bias='0.7934991685786734', range='11.630469276914624'
12: goal_bias='0.15036593325968872', range='2.3851357663730353'
13: goal_bias='0.6321001077642998', range='6.680349958070037'
14: goal_bias='0.006540529982976717', range='3.594888912247071'
15: goal_bias='0.1931434419207967', range='8.43931341219807'
16: goal_bias='0.1427286191225169', range='4.847440712171021'
17: goal_bias='0.31029470259654146', range='3.684531174833058'
18: goal_bias='0.05129412242050946', range='4.764334240810969'
19: goal_bias='0.8061740939574948', range='10.66175642081527'
20: goal_bias='0.01736139235519768', range='4.803370326892416'
21: goal_bias='0.013802757572397795', range='10.666349813922674'
22: goal_bias='0.9653947739346955', range='4.799195645904219'
23: goal_bias='0.6863973287345391', range='5.823213401974785'
24: goal_bias='0.02665412956163382', range='4.801978250588282'
25: goal_bias='0.9533163292049722', range='11.385417643768207'
26: goal_bias='0.6536209818288239', range='5.063524620341006'
27: goal_bias='0.31671972771379253', range='3.8933474145215414'
28: goal_bias='0.6536209818288239', range='3.8051350212556203'
29: goal_bias='0.5331203395682417', range='10.008511256886639'
30: goal_bias='0.8392034249987066', range='5.063524620341006'
31: goal_bias='0.5598902782174371', range='3.089084260419192'
32: goal_bias='0.8677828407899348', range='5.184973367330839'
33: goal_bias='0.7487055384275569', range='14.00848165718607'
34: goal_bias='0.8554949158264818', range='5.329161605875653'
35: goal_bias='0.10282075607477037', range='11.071156990853131'
36: goal_bias='0.8409920775125058', range='5.3577824207751'
37: goal_bias='0.800198197185456', range='8.283008525624853'
38: goal_bias='0.8400352847924645', range='5.521471582330277'
39: goal_bias='0.20875405087819066', range='11.480296309336014'
40: goal_bias='0.6561098639077015', range='5.765504156934341'
41: goal_bias='0.07905785967460499', range='5.566877305692355'
42: goal_bias='0.4294623833146122', range='5.685750648846593'
43: goal_bias='0.5164014965040971', range='11.486616415152612'
44: goal_bias='0.6546385915198187', range='5.448097339360452'
45: goal_bias='0.34101979718313813', range='3.788887066522323'
46: goal_bias='0.5960635284008124', range='5.58229639701383'
47: goal_bias='0.5685154533097915', range='14.62037427824124'
48: goal_bias='0.006686546532570392', range='4.789645520088577'
49: goal_bias='0.031090842217400216', range='8.486836030439104'
50: goal_bias='0.8404650517073489', range='12.915576799087924'
