"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " range='5.0'","NaN"
"4.85811403244"," 4.57116770744","7.212","1","0.28734850600000006", " range='5.0'","NaN"
"66.48346104343001"," 4.52718472481","102.469","13","1.3160266860000003", " range='5.685817096679314'","4.88441292444778"
"75.83620339036001"," 4.50329613686","117.6","15","1.4213565900000003", " range='4.738850717054381'","4.777183592319999"
"85.06816463906002"," 4.42992949486","133.039","17","1.5348090479999996", " range='5.357852387734484'","4.652191809245713"
"120.09861417833"," 4.36695480347","189.209","24","1.9006127299999998", " range='4.359289657323337'","4.596099063615617"
"158.11495226040003"," 4.35069656372","251.046","32","2.289508342", " range='3.743923866194626'","4.669484252535997"
"226.05299783862006"," 4.28656196594","358.957","46","2.9230547299999996", " range='4.8292793332109945'","4.479501018080484"
"244.76390384809002"," 4.20862007141","389.149","50","3.095206283", " range='4.937451112967125'","4.458509891178544"
"244.77688968709003"," 4.20862007141","389.162","50","3.108236066", " range='4.937451112967125'","4.458509891178544"
