"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " goal_bias='0.4', range='13.3'","NaN"
"7.2725292109"," 6.9569246769","10.233","1","0.3160596069999999", " goal_bias='0.4', range='13.3'","NaN"
"13.699150710039998"," 6.13344311714","19.305","2","0.609204021", " goal_bias='0.45815892427806715', range='14.117241430902649'","6.956924676899998"
"720.88147970887"," 4.9137198925","941.269","75","5.51012655", " goal_bias='0.05075306569078819', range='8.838378656144087'","7.232284518531477"
"1026.8199581978497"," 4.53121685982","1343.363","108","7.40559833", " goal_bias='0.21251579719123437', range='13.064863129080742'","7.169680200637793"
"1132.1451821508497"," 4.53121685982","1482.789","108","8.098353295", " goal_bias='0.21251579719123437', range='13.064863129080742'","5.9767568628400305"
