"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " goal_bias='0.05', range='5.0'","NaN"
"8.42021057971"," 8.11232018471","11.371","1","0.3083429739999999", " goal_bias='0.05', range='5.0'","NaN"
