Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,9.39893579483,0,1.7976931348623157E308,-1,9.39893579483,0.0,1,0.0,0,9.39893579483,SAT,,11.984,
2,2,1,6.82831382751,0,13.221217678833005,-1,6.82831382751,0.0,1,0.0,1,16.22724962234,SAT,,9.475,
3,3,1,17.038680315,0,9.879408501434325,-1,17.038680315,0.0,1,0.0,1,33.265929937340005,SAT,,20.064,
4,4,1,9.1100268364,0,9.879408501434325,-1,9.1100268364,0.0,1,0.0,2,42.37595677374,SAT,,12.062,
5,5,1,7.36644792557,0,9.879408501434325,-1,7.36644792557,0.0,1,0.0,2,49.74240469931,SAT,,10.348,
6,6,1,6.60815000534,0,9.879408501434325,-1,6.60815000534,0.0,1,0.0,3,56.35055470465,SAT,,9.117,
7,7,1,6.70970439911,0,9.593196152496338,-1,6.70970439911,0.0,1,0.0,3,63.06025910376,SAT,,9.52,
8,8,1,8.49705195427,0,9.593196152496338,-1,8.49705195427,0.0,1,0.0,4,71.55731105803001,SAT,,11.427,
9,9,1,10.3922755718,0,9.593196152496338,-1,10.3922755718,0.0,1,0.0,4,81.94958662983001,SAT,,13.485,
10,10,1,17.2008178234,0,9.593196152496338,-1,17.2008178234,0.0,1,0.0,5,99.15040445323001,SAT,,20.139,
11,11,1,7.52314662933,0,9.593196152496338,-1,7.52314662933,0.0,1,0.0,5,106.67355108256001,SAT,,10.571,
12,12,1,10.8438670635,0,9.593196152496338,-1,10.8438670635,0.0,1,0.0,6,117.51741814606001,SAT,,13.719,
13,13,1,11.5821909904,0,9.593196152496338,-1,11.5821909904,0.0,1,0.0,6,129.09960913646,SAT,,14.413,
14,14,1,7.44228672981,0,9.593196152496338,-1,7.44228672981,0.0,1,0.0,7,136.54189586627,SAT,,9.728,
15,15,1,8.78281450272,0,9.593196152496338,-1,8.78281450272,0.0,1,0.0,7,145.32471036899,SAT,,11.378,
16,16,1,7.50652313232,0,9.593196152496338,-1,7.50652313232,0.0,1,0.0,8,152.83123350131,SAT,,10.325,
17,17,1,13.8772625923,0,9.593196152496338,-1,13.8772625923,0.0,1,0.0,8,166.70849609361,SAT,,16.974,
18,18,1,10.482455492,0,9.593196152496338,-1,10.482455492,0.0,1,0.0,9,177.19095158560998,SAT,,13.735,
19,19,1,6.62068367004,0,9.593196152496338,-1,6.62068367004,0.0,1,0.0,9,183.81163525564997,SAT,,9.667,
20,20,1,7.65244317055,0,9.593196152496338,-1,7.65244317055,0.0,1,0.0,10,191.46407842619996,SAT,,10.572,
21,21,1,5.90654778481,0,9.593196152496338,-1,5.90654778481,0.0,1,0.0,10,197.37062621100995,SAT,,8.863,
22,22,1,10.8145439625,0,8.681112335968017,-1,10.8145439625,0.0,1,0.0,11,208.18517017350996,SAT,,13.982,
23,23,1,9.05553102493,0,8.681112335968017,-1,9.05553102493,0.0,1,0.0,11,217.24070119843995,SAT,,12.174,
24,24,1,8.8710038662,0,8.681112335968017,-1,8.8710038662,0.0,1,0.0,12,226.11170506463995,SAT,,11.872,
25,25,1,8.01312017441,0,8.681112335968017,-1,8.01312017441,0.0,1,0.0,12,234.12482523904995,SAT,,11.048,
26,26,1,10.6815004349,0,8.681112335968017,-1,10.6815004349,0.0,1,0.0,13,244.80632567394994,SAT,,13.102,
27,27,1,11.4854385853,0,8.681112335968017,-1,11.4854385853,0.0,1,0.0,13,256.29176425924993,SAT,,14.506,
28,28,1,8.46923208237,0,8.681112335968017,-1,8.46923208237,0.0,1,0.0,14,264.76099634161994,SAT,,11.571,
29,29,1,11.5076777935,0,8.681112335968017,-1,11.5076777935,0.0,1,0.0,14,276.26867413511997,SAT,,14.054,
30,30,1,8.91829490662,0,8.681112335968017,-1,8.91829490662,0.0,1,0.0,15,285.18696904174,SAT,,11.974,
31,31,1,9.32103419304,0,8.681112335968017,-1,9.32103419304,0.0,1,0.0,15,294.50800323478,SAT,,11.772,
32,32,1,6.89249944687,0,8.681112335968017,-1,6.89249944687,0.0,1,0.0,16,301.40050268165,SAT,,9.838,
33,33,1,8.31858873367,0,8.681112335968017,-1,8.31858873367,0.0,1,0.0,16,309.71909141532,SAT,,10.977,
34,34,1,9.68219304085,0,8.681112335968017,-1,9.68219304085,0.0,1,0.0,17,319.40128445617,SAT,,12.172,
35,35,1,15.8390135765,0,8.681112335968017,-1,15.8390135765,0.0,1,0.0,17,335.24029803267,SAT,,18.773,
36,36,1,9.21162724495,0,8.681112335968017,-1,9.21162724495,0.0,1,0.0,18,344.45192527762003,SAT,,12.373,
37,37,1,9.36674141884,0,8.681112335968017,-1,9.36674141884,0.0,1,0.0,18,353.81866669646,SAT,,12.204,
38,38,1,6.94485783577,0,8.681112335968017,-1,6.94485783577,0.0,1,0.0,19,360.76352453223,SAT,,9.969,
39,39,1,7.88294625282,0,8.681112335968017,-1,7.88294625282,0.0,1,0.0,19,368.64647078505,SAT,,10.693,
40,40,1,7.42833185196,0,8.681112335968017,-1,7.42833185196,0.0,1,0.0,20,376.07480263701,SAT,,10.365,
41,41,1,16.7178394794,0,8.681112335968017,-1,16.7178394794,0.0,1,0.0,20,392.79264211641,SAT,,19.623,
42,42,1,8.76060152054,0,8.681112335968017,-1,8.76060152054,0.0,1,0.0,21,401.55324363694996,SAT,,11.368,
43,43,1,10.9740386009,0,8.681112335968017,-1,10.9740386009,0.0,1,0.0,21,412.52728223784993,SAT,,13.404,
44,44,1,9.16257214546,0,8.681112335968017,-1,9.16257214546,0.0,1,0.0,22,421.6898543833099,SAT,,12.173,
45,45,1,10.5078015327,0,8.681112335968017,-1,10.5078015327,0.0,1,0.0,22,432.1976559160099,SAT,,12.974,
46,46,1,8.90276956558,0,8.681112335968017,-1,8.90276956558,0.0,1,0.0,23,441.1004254815899,SAT,,11.419,
47,47,1,7.04254889488,0,8.681112335968017,-1,7.04254889488,0.0,1,0.0,23,448.1429743764699,SAT,,9.411,
48,48,1,7.07160902023,0,8.681112335968017,-1,7.07160902023,0.0,1,0.0,24,455.21458339669994,SAT,,9.589,
49,49,1,9.30390429497,0,8.681112335968017,-1,9.30390429497,0.0,1,0.0,24,464.5184876916699,SAT,,12.297,
50,50,1,11.1009171009,0,8.681112335968017,-1,11.1009171009,0.0,1,0.0,25,475.6194047925699,SAT,,14.054,
