1: range='5.0'
2: range='1.1341578959940126'
3: range='1.1466376107871126'
4: range='8.036894723709924'
5: range='8.662868130586629'
6: range='1.8507976345104649'
7: range='8.969798946745414'
8: range='9.511556264994118'
9: range='13.71128599694348'
10: range='2.443552344623737'
11: range='2.009486115427652'
12: range='1.5763408583284682'
13: range='5.148126969162592'
14: range='13.425852054549981'
15: range='3.6293235701531263'
16: range='13.629318996115805'
17: range='2.0408428318163105'
18: range='13.70572797696433'
19: range='2.0831377239545494'
20: range='13.708967470517228'
21: range='9.092062564257075'
22: range='13.710157987416967'
23: range='0.3012859288949855'
24: range='7.433036080335386'
25: range='4.1593290140061745'
26: range='0.49117929200320876'
27: range='5.162178329690282'
28: range='5.512539030052126'
29: range='3.9031443928061553'
30: range='5.159054881563672'
31: range='7.220429159226859'
32: range='0.7960089392282748'
33: range='7.30430605738317'
34: range='0.9268803974987393'
35: range='6.206544292776426'
36: range='0.8320626654765666'
37: range='3.9686548609815975'
38: range='0.8104335068898393'
39: range='2.0579884672719597'
40: range='13.710974786877253'
41: range='5.0644674521587'
42: range='5.155097854755998'
43: range='10.093128003356531'
44: range='0.8227488847907086'
45: range='8.851530587903591'
46: range='13.711095086090749'
47: range='12.571713840253697'
48: range='8.89149588391346'
49: range='4.339447173686563'
50: range='8.9166052821116'
51: range='9.84762532719452'
52: range='7.831461653659606'
53: range='8.073861312816488'
54: range='3.9403207137190437'
55: range='14.608131289909446'
56: range='0.8242710511975554'
57: range='1.699629482573445'
58: range='0.826287733292499'
59: range='5.925747521892361'
60: range='5.976011945642589'
61: range='1.6091313829088305'
62: range='5.940301235494598'
63: range='10.812470999346147'
64: range='5.946849917614675'
65: range='1.087926885435658'
66: range='5.153276394061325'
67: range='13.28410598270485'
68: range='5.152058004915652'
69: range='4.014368390035949'
70: range='5.958071438401435'
71: range='2.4465278495212086'
72: range='5.949245887829538'
73: range='7.898068594440148'
74: range='5.952238638900377'
75: range='3.8377879704376303'
76: range='8.92943371545394'
77: range='8.592999504819145'
78: range='5.950893056924362'
79: range='12.178825874533931'
80: range='1.4947183224434768'
81: range='9.07425634321688'
82: range='5.949505663175739'
83: range='13.553338724885156'
84: range='0.8294165865317539'
85: range='4.27299090390264'
86: range='5.949884548863208'
87: range='4.325003194857698'
88: range='7.983020752575976'
89: range='4.484541799770042'
90: range='5.1608524096655035'
91: range='0.3287281221589261'
92: range='1.358403116108658'
93: range='9.234268478899981'
94: range='3.91954262583548'
95: range='10.382219533217578'
96: range='3.9279881017380447'
97: range='7.792265525748751'
98: range='8.039645109870811'
99: range='14.131653522781713'
100: range='3.9358708716851'
