1: range='5.0'
2: range='13.902888922078201'
3: range='3.6726369393994878'
4: range='0.7257852462263876'
5: range='12.93362032150779'
6: range='8.379454824290788'
7: range='9.153733536230076'
8: range='4.0089695484417645'
9: range='2.4104293806565167'
10: range='4.131748637911457'
11: range='2.3182412297919046'
12: range='3.94651044848053'
13: range='9.112122867930546'
14: range='3.9994068530988893'
15: range='7.755932562294663'
16: range='4.122466114439934'
17: range='12.693106374333754'
